Age,Ethnicity,Gender,Income,District,Region,Insurance Coverage,Insurance Coverage Amount,Sports,Height,Weight,Pricepoint
21,Whites,Male,20152.0,Wan Chai,Hong Kong Island,yes,379.205982978929,Cycling,163,74.76154119852623,998.6818902955151
58,Chinese,Male,56363.0,Eastern,Hong Kong Island,yes,564.2697706695167,Gymnastics,140,80.5379052119789,1676.8393371539128
49,Filipinos,Female,39946.0,Sham Shui Po,Kowloon,no,0.0,Basketball,200,86.05375911627453,
46,South Asians,Male,20992.0,Wan Chai,Hong Kong Island,yes,589.3778650276258,Tennis,158,69.40911514433125,1351.4433243331732
37,Chinese,Female,54477.0,Sham Shui Po,Kowloon,yes,195.0,Basketball,155,76.21643232551162,
69,Chinese,Female,28160.0,North,New Territories,yes,135.0,Football,144,74.61488565103882,
45,Chinese,Female,54488.0,Kowloon City,Kowloon,yes,195.0,Badminton,172,90.49805928842076,
32,Chinese,Male,31666.0,Sai Kung,New Territories,yes,191.01229136473953,Dragon Boat,168,87.77299133249542,
27,Chinese,Female,36988.0,Kwun Tong,Kowloon,yes,195.0,Rugby,142,72.73249624167711,
33,Chinese,Female,39117.0,Wong Tai Sin,Kowloon,yes,195.0,Rugby,180,69.40283824241176,
37,Chinese,Female,51193.0,Yau Tsim Mong,Kowloon,yes,250.40342286742916,Jogging,180,67.81761513292773,
19,Whites,Male,22642.0,Tai Po,New Territories,yes,266.91615206914776,Rugby,195,85.35553464687749,
39,Chinese,Female,43475.0,Kwai Tsing,New Territories,yes,190.25270050279394,Badminton,148,71.51693337979827,
49,Chinese,Female,39937.0,Sai Kung,New Territories,yes,226.50182003799088,Cycling,167,81.76361981798047,
64,Chinese,Male,37962.0,Kwun Tong,Kowloon,no,0.0,Fencing,178,82.95379303210795,
49,Whites,Female,25694.0,Sham Shui Po,Kowloon,yes,263.98346360081536,Dragon Boat,172,77.52473759746943,
28,Chinese,Female,52910.0,Southern,Hong Kong Island,yes,300.0,Tennis,149,61.384732208245964,787.0162461974489
60,Chinese,Male,46035.0,Kwun Tong,Kowloon,no,0.0,Swimming,141,84.95839141021831,
60,Chinese,Female,52063.0,North,New Territories,yes,228.2824676389143,Jogging,150,64.66791119123356,
39,Chinese,Male,24970.0,Eastern,Hong Kong Island,no,0.0,Cycling,140,76.41677853433333,1345.0908142633066
67,Whites,Male,50954.0,Wan Chai,Hong Kong Island,no,0.0,Rugby,195,71.01657935335922,2291.372346594565
62,Chinese,Female,28758.0,Tsuen Wan,New Territories,yes,189.7040270844558,Football,188,83.84417940763997,
38,Whites,Female,30348.0,Kowloon City,Kowloon,no,0.0,Martial Arts,162,58.48825204598256,
39,Chinese,Male,37700.0,Tai Po,New Territories,no,0.0,Football,194,75.35857222317475,
57,Whites,Male,28837.0,Wan Chai,Hong Kong Island,no,0.0,Rugby,171,76.95184282182731,919.9864464990181
26,Chinese,Male,30445.0,Tai Po,New Territories,no,0.0,Fencing,182,79.09685594846965,
26,Chinese,Female,51402.0,Tai Po,New Territories,no,0.0,Basketball,173,87.72182473332057,
51,Chinese,Male,45799.0,Wong Tai Sin,Kowloon,no,0.0,Football,146,72.2701514696212,
30,Chinese,Male,35816.0,Kwai Tsing,New Territories,no,0.0,Cycling,198,105.56634472823981,
70,Chinese,Female,44359.0,Wan Chai,Hong Kong Island,yes,585.8011421829414,Tennis,183,72.70426379380669,2188.587693524353
36,South Asians,Male,32716.0,Sham Shui Po,Kowloon,no,0.0,Basketball,171,78.98690684443869,
64,Chinese,Female,23406.0,Central and Western,Hong Kong Island,yes,509.90226532511747,Rugby,181,76.49410832329855,1318.851275449124
57,Chinese,Female,65858.0,North,New Territories,no,0.0,Football,148,76.74827189171847,
42,Chinese,Male,36892.0,Wong Tai Sin,Kowloon,no,0.0,Football,174,91.90407412803191,
54,Chinese,Female,37618.0,Yau Tsim Mong,Kowloon,yes,195.0,Tennis,160,83.2730207269176,
54,Chinese,Female,54275.0,Tuen Mun,New Territories,no,0.0,Cycling,179,83.28473007098162,
62,Chinese,Female,41859.0,Tai Po,New Territories,no,0.0,Basketball,189,92.04708067354161,
35,Other,Male,20383.0,Yau Tsim Mong,Kowloon,yes,244.32834593436834,Martial Arts,160,73.63248891446173,
63,Chinese,Female,42957.0,Tai Po,New Territories,no,0.0,Gymnastics,145,79.32467173555355,
37,Chinese,Female,32679.0,Eastern,Hong Kong Island,yes,354.7392089378615,Basketball,187,87.97850431129919,1421.6571101752781
57,Filipinos,Male,39172.0,North,New Territories,yes,160.5751971322456,Rugby,159,81.6197287656072,
20,Other,Male,32638.0,North,New Territories,no,0.0,Swimming,174,88.13481714998423,
39,Chinese,Female,43305.0,Tai Po,New Territories,no,0.0,Tennis,142,81.13408370087157,
27,Chinese,Female,40660.0,Central and Western,Hong Kong Island,no,0.0,Cycling,159,79.44458714100348,1171.8374064908237
51,Chinese,Male,59996.0,Sha Tin,New Territories,no,0.0,Football,181,86.73447857466982,
28,Whites,Male,54610.0,North,New Territories,yes,160.14635828407705,Rugby,164,90.57898231962012,
58,Chinese,Female,41982.0,Sham Shui Po,Kowloon,no,0.0,Basketball,186,87.29897582070235,
67,Chinese,Female,43566.0,Sha Tin,New Territories,no,0.0,Jogging,142,72.8649396923429,
45,Chinese,Female,54404.0,Yau Tsim Mong,Kowloon,no,0.0,Dragon Boat,150,61.08747495116453,
39,Filipinos,Male,40021.0,Tuen Mun,New Territories,no,0.0,Gymnastics,155,84.90324533904746,
62,Other,Female,42382.0,Kwun Tong,Kowloon,yes,195.0,Football,186,95.20345487327025,
32,South Asians,Female,34701.0,Kwai Tsing,New Territories,no,0.0,Tennis,185,93.26021166030698,
28,South Asians,Male,54001.0,Sai Kung,New Territories,no,0.0,Badminton,154,62.18229387135991,
57,Chinese,Female,29095.0,Tsuen Wan,New Territories,yes,135.0,Badminton,176,76.4974745092839,
43,South Asians,Male,41079.0,Central and Western,Hong Kong Island,yes,300.0,Swimming,177,74.755567265774,1153.200778898018
48,Chinese,Male,45345.0,Kwun Tong,Kowloon,no,0.0,Basketball,190,82.19168978494461,
29,South Asians,Male,44486.0,Wong Tai Sin,Kowloon,yes,845.5254958160587,Badminton,165,77.60882253220716,
33,Chinese,Female,23109.0,Eastern,Hong Kong Island,no,0.0,Gymnastics,178,69.35848122557141,1775.155507403279
30,Whites,Male,40509.0,Yuen Long,New Territories,yes,190.67451148049588,Fencing,164,70.77383941061308,
55,Whites,Male,53050.0,Yau Tsim Mong,Kowloon,no,0.0,Cycling,145,81.69565295644303,
31,Chinese,Female,24482.0,Kowloon City,Kowloon,no,0.0,Cycling,170,82.26885846161414,
56,Chinese,Female,50916.0,Kwai Tsing,New Territories,no,0.0,Football,193,81.13753223088892,
53,Chinese,Male,50632.0,Sai Kung,New Territories,yes,135.0,Fencing,198,86.93754182661098,
56,Chinese,Female,53108.0,Sai Kung,New Territories,yes,191.6519234416813,Basketball,168,77.10136785274901,
63,South Asians,Male,33482.0,Sham Shui Po,Kowloon,yes,272.5476826806944,Dragon Boat,183,76.3933381949603,
69,Chinese,Male,56717.0,Sha Tin,New Territories,yes,211.29172990562924,Martial Arts,172,79.41476764184804,
62,Chinese,Male,53074.0,North,New Territories,no,0.0,Tennis,150,90.29927527933438,
50,Chinese,Male,79999.0,Yau Tsim Mong,Kowloon,no,0.0,Swimming,184,88.7132337077671,
68,Chinese,Male,30160.0,Central and Western,Hong Kong Island,yes,300.0,Rugby,156,67.4365323416433,968.4294052548445
69,Filipinos,Female,46939.0,Kwai Tsing,New Territories,yes,135.0,Tennis,197,72.4618497067211,
52,Chinese,Female,34330.0,Tuen Mun,New Territories,no,0.0,Martial Arts,147,73.79696310061787,
55,Chinese,Male,46151.0,Yuen Long,New Territories,yes,175.05059867833887,Dragon Boat,163,83.21033861401787,
59,Whites,Female,43002.0,Tuen Mun,New Territories,yes,135.0,Swimming,183,67.9409241396481,
48,Chinese,Female,33782.0,Central and Western,Hong Kong Island,no,0.0,Swimming,164,65.37133165268155,2240.6034598688047
50,Chinese,Male,31406.0,Tai Po,New Territories,no,0.0,Fencing,196,71.37859084113126,
60,Chinese,Male,71474.0,Eastern,Hong Kong Island,no,0.0,Tennis,179,71.07521603236603,488.04502550868153
28,South Asians,Male,26009.0,Islands,New Territories,no,0.0,Cycling,198,96.73115244202859,
68,Chinese,Female,26251.0,Sham Shui Po,Kowloon,yes,240.5599040467326,Martial Arts,197,89.21694656313987,
47,Chinese,Male,26100.0,Sha Tin,New Territories,yes,165.88405420120353,Football,140,76.32781296974241,
59,South Asians,Male,24117.0,Sham Shui Po,Kowloon,no,0.0,Football,193,77.21605278254819,
43,Chinese,Female,35589.0,Yuen Long,New Territories,no,0.0,Jogging,200,78.66232875052246,
70,Chinese,Female,48269.0,Central and Western,Hong Kong Island,no,0.0,Dragon Boat,159,58.909367773486835,2455.8793338658697
21,Chinese,Female,49719.0,North,New Territories,yes,160.89343494381404,Tennis,159,59.31762522132075,
65,Chinese,Female,33628.0,Southern,Hong Kong Island,yes,391.6876247956575,Swimming,187,91.55069381136312,867.7576878111324
33,South Asians,Female,33699.0,Islands,New Territories,no,0.0,Jogging,147,88.43946457317793,
26,Chinese,Female,23847.0,Tuen Mun,New Territories,yes,135.0,Basketball,144,73.9472130462675,
70,Chinese,Female,31873.0,Kowloon City,Kowloon,no,0.0,Dragon Boat,200,69.26344237130277,
40,Chinese,Female,52831.0,Kowloon City,Kowloon,no,0.0,Fencing,198,75.66250830634398,
20,South Asians,Male,33712.0,Kwai Tsing,New Territories,yes,135.0,Fencing,145,65.42514558214017,
39,South Asians,Male,20972.0,Yuen Long,New Territories,yes,168.48308442496503,Cycling,162,76.01376566580882,
27,Chinese,Male,50406.0,Central and Western,Hong Kong Island,yes,384.6112797421896,Dragon Boat,153,83.14276937386184,1594.1395919657173
52,Chinese,Female,29993.0,Islands,New Territories,yes,135.0,Basketball,151,70.66874605630011,
59,Whites,Male,52937.0,Tuen Mun,New Territories,no,0.0,Rugby,186,88.78647561683347,
30,Chinese,Female,50833.0,Tai Po,New Territories,yes,204.3304433019968,Gymnastics,185,73.60096607285797,
57,Chinese,Male,21789.0,Southern,Hong Kong Island,yes,300.0,Badminton,167,79.53428336368216,548.4322114502947
24,Chinese,Female,38982.0,Islands,New Territories,no,0.0,Swimming,166,70.41663291207003,
69,Chinese,Male,39926.0,Tuen Mun,New Territories,no,0.0,Badminton,169,91.34236904957177,
30,Chinese,Female,37581.0,Southern,Hong Kong Island,yes,300.0,Jogging,191,76.3239996815986,1140.1249833911916
21,Chinese,Male,29107.0,Southern,Hong Kong Island,yes,759.6430609827489,Cycling,181,72.92948423855401,4154.9908197341865
38,Whites,Male,35287.0,Tsuen Wan,New Territories,no,0.0,Fencing,156,67.92273903650454,
49,Whites,Female,35244.0,Wan Chai,Hong Kong Island,yes,409.59382973511583,Dragon Boat,186,74.58146895408963,879.2019446165875
61,Chinese,Male,68482.0,Eastern,Hong Kong Island,no,0.0,Rugby,188,89.24153449490089,347.492258269806
27,Chinese,Female,44036.0,Tsuen Wan,New Territories,yes,135.0,Jogging,196,77.42519227099709,
43,Chinese,Female,53265.0,Central and Western,Hong Kong Island,no,0.0,Martial Arts,141,83.19695124237333,1327.315821452777
44,Chinese,Male,50553.0,Kowloon City,Kowloon,no,0.0,Gymnastics,163,83.334390383916,
54,Chinese,Female,40247.0,Yau Tsim Mong,Kowloon,no,0.0,Jogging,153,58.745903268804035,
33,Other,Female,44311.0,Islands,New Territories,yes,135.0,Swimming,179,79.49701503206737,
31,Filipinos,Female,42148.0,Wong Tai Sin,Kowloon,no,0.0,Martial Arts,156,67.78468059955449,
58,Chinese,Female,42940.0,Sham Shui Po,Kowloon,no,0.0,Rugby,172,70.18264496383985,
40,South Asians,Male,45530.0,Central and Western,Hong Kong Island,yes,882.8656038987099,Fencing,194,85.22424587743498,3697.0868978090875
56,Other,Female,51284.0,Eastern,Hong Kong Island,no,0.0,Football,197,68.50127858511806,1047.0159260354299
65,Chinese,Male,40594.0,Islands,New Territories,no,0.0,Badminton,190,82.72016199908703,
36,Filipinos,Male,28362.0,Tai Po,New Territories,yes,212.7117776350713,Fencing,191,93.11210393612772,
68,Chinese,Male,27244.0,Tuen Mun,New Territories,yes,369.83285925439725,Gymnastics,153,97.07476593938648,
28,Chinese,Male,54041.0,Yuen Long,New Territories,no,0.0,Dragon Boat,167,91.11871182544547,
24,Chinese,Male,45136.0,Sha Tin,New Territories,yes,278.46662937930955,Swimming,163,82.19256976715201,
33,Chinese,Male,38637.0,North,New Territories,no,0.0,Dragon Boat,150,81.54501828998548,
62,Chinese,Female,20746.0,Wan Chai,Hong Kong Island,no,0.0,Tennis,169,61.945196869137526,358.80791578299005
69,Chinese,Male,49327.0,Tsuen Wan,New Territories,yes,173.0677806977041,Badminton,197,85.78021426338472,
35,Chinese,Female,52848.0,Sai Kung,New Territories,no,0.0,Football,140,77.08690391318655,
61,Chinese,Female,21539.0,Wan Chai,Hong Kong Island,yes,416.4380045392967,Tennis,147,83.24720339485847,924.4210047767027
31,Chinese,Female,20507.0,Southern,Hong Kong Island,yes,300.0,Dragon Boat,187,83.02514450375718,1230.9910990612034
28,South Asians,Female,26365.0,Wan Chai,Hong Kong Island,yes,733.2067313789753,Jogging,145,84.15127714012661,3053.821898548549
47,Chinese,Male,26089.0,Kwun Tong,Kowloon,no,0.0,Gymnastics,168,70.74207936621451,
50,Chinese,Male,28462.0,Sha Tin,New Territories,no,0.0,Gymnastics,182,94.34705063078269,
50,South Asians,Male,34713.0,Southern,Hong Kong Island,yes,356.89696479433496,Basketball,183,79.51163046495878,1127.1613556655786
38,Chinese,Female,40798.0,Kwai Tsing,New Territories,yes,135.0,Swimming,162,71.88833270833203,
27,Chinese,Female,23854.0,Eastern,Hong Kong Island,yes,474.84474235484316,Tennis,145,81.32075791666361,2162.09608514811
20,Chinese,Male,43531.0,Eastern,Hong Kong Island,yes,390.40365956779897,Tennis,187,77.2194160354048,830.7237502314945
66,Chinese,Male,44706.0,Kwai Tsing,New Territories,yes,331.47034333256516,Martial Arts,165,82.19460828798324,
63,Chinese,Male,58862.0,Tai Po,New Territories,yes,233.29826475386346,Rugby,153,83.3615746134824,
45,Chinese,Male,50327.0,Southern,Hong Kong Island,no,0.0,Tennis,165,68.36051519017569,4762.07807954534
47,Chinese,Male,32435.0,Tsuen Wan,New Territories,yes,135.0,Martial Arts,186,98.28385307673263,
28,South Asians,Male,61893.0,Islands,New Territories,no,0.0,Football,190,75.0744390324472,
60,Other,Male,27607.0,Wan Chai,Hong Kong Island,yes,356.8869110977336,Football,176,73.83554345647295,1319.757575144405
40,Chinese,Female,75923.0,Sham Shui Po,Kowloon,no,0.0,Jogging,160,59.265449285167485,
43,Whites,Male,23560.0,North,New Territories,yes,170.2603749778531,Rugby,157,66.95773116941703,
56,Chinese,Male,40585.0,Sham Shui Po,Kowloon,yes,195.0,Badminton,166,80.30837392462536,
23,Chinese,Male,22156.0,Sham Shui Po,Kowloon,no,0.0,Football,162,82.11479501902522,
45,Chinese,Male,44713.0,Yau Tsim Mong,Kowloon,no,0.0,Basketball,179,78.70909774138508,
20,Chinese,Male,40650.0,Islands,New Territories,yes,239.5676686029578,Football,199,86.62343736007963,
33,Chinese,Male,39818.0,Kwun Tong,Kowloon,yes,195.0,Martial Arts,179,72.96952631360752,
35,Chinese,Male,42813.0,Kwun Tong,Kowloon,no,0.0,Dragon Boat,149,62.88682865680697,
41,Chinese,Male,35515.0,Islands,New Territories,yes,135.0,Tennis,196,84.95299414231421,
69,Filipinos,Male,41222.0,Islands,New Territories,no,0.0,Dragon Boat,200,90.19597891887392,
65,Chinese,Female,24616.0,Kowloon City,Kowloon,yes,195.0,Martial Arts,176,77.28864485208291,
27,Whites,Male,34643.0,Sham Shui Po,Kowloon,no,0.0,Gymnastics,168,86.63501307810506,
48,Chinese,Female,28979.0,Islands,New Territories,no,0.0,Dragon Boat,194,78.1957053759237,
23,Chinese,Male,37933.0,Tai Po,New Territories,no,0.0,Fencing,180,91.73145580298961,
52,South Asians,Male,25586.0,Kwai Tsing,New Territories,yes,247.86511582174592,Tennis,147,68.85796113841566,
35,Chinese,Female,26738.0,Islands,New Territories,yes,305.8759442115686,Cycling,145,76.65188209617406,
46,Chinese,Male,50511.0,Central and Western,Hong Kong Island,no,0.0,Jogging,200,86.13412687168864,2227.094066166566
25,Whites,Female,70240.0,Sham Shui Po,Kowloon,no,0.0,Tennis,198,73.37805821410987,
24,Filipinos,Male,20463.0,North,New Territories,no,0.0,Basketball,175,88.0504386372122,
54,Chinese,Male,72796.0,Eastern,Hong Kong Island,no,0.0,Tennis,191,98.01505513547099,2037.5729448234536
31,Chinese,Male,50386.0,Sham Shui Po,Kowloon,yes,195.0,Cycling,173,76.20979635513606,
41,Other,Male,50581.0,Wan Chai,Hong Kong Island,no,0.0,Martial Arts,153,77.84807400225445,-103.03825046193447
42,Chinese,Female,48668.0,Eastern,Hong Kong Island,yes,549.767984054633,Football,182,80.13476924502143,1087.8524474376793
38,Chinese,Female,30832.0,Tuen Mun,New Territories,yes,135.0,Swimming,181,75.48255458407655,
55,Filipinos,Male,34865.0,Southern,Hong Kong Island,yes,300.0,Football,167,82.57023924011051,1058.2554715800554
33,Chinese,Female,39567.0,Sai Kung,New Territories,no,0.0,Swimming,182,82.22750503446485,
32,South Asians,Female,37809.0,Eastern,Hong Kong Island,yes,424.95525521394796,Fencing,145,90.33660832114995,1487.200316670274
69,Whites,Male,22964.0,Sha Tin,New Territories,no,0.0,Tennis,145,82.0145988294555,
55,Other,Female,54824.0,Wong Tai Sin,Kowloon,yes,231.66120992732527,Martial Arts,174,75.81943329291835,
47,Chinese,Male,53557.0,Wan Chai,Hong Kong Island,yes,300.0,Dragon Boat,156,85.20554252813534,270.3451062606918
51,Whites,Male,61464.0,Tuen Mun,New Territories,no,0.0,Jogging,179,88.72638470681767,
43,Chinese,Male,60823.0,Wong Tai Sin,Kowloon,no,0.0,Martial Arts,154,73.09136015408836,
49,Chinese,Female,52488.0,Kwun Tong,Kowloon,no,0.0,Swimming,197,97.03952086354758,
23,South Asians,Female,60398.0,Islands,New Territories,yes,135.0,Football,154,82.1759669097782,
44,Whites,Male,49201.0,Yau Tsim Mong,Kowloon,yes,251.72617039342953,Tennis,154,79.40591032034837,
20,Chinese,Female,54112.0,Sai Kung,New Territories,yes,135.0,Badminton,171,80.70345321816919,
43,Chinese,Female,42099.0,Tai Po,New Territories,no,0.0,Martial Arts,195,89.37840958069319,
33,Chinese,Male,32861.0,Yuen Long,New Territories,yes,208.34655397771826,Badminton,189,80.17646463786113,
40,Chinese,Female,48273.0,Kowloon City,Kowloon,no,0.0,Jogging,180,87.40864771030549,
62,Chinese,Female,24704.0,Kwun Tong,Kowloon,no,0.0,Swimming,189,85.35619736626364,
46,Chinese,Male,20912.0,Kowloon City,Kowloon,yes,195.0,Football,168,91.82893814793829,
48,Chinese,Male,43055.0,Kwun Tong,Kowloon,yes,195.0,Swimming,194,86.21360007121389,
42,Chinese,Female,50792.0,Eastern,Hong Kong Island,no,0.0,Tennis,156,77.6042898366288,1908.9312461765344
20,Chinese,Male,54810.0,Wong Tai Sin,Kowloon,no,0.0,Fencing,200,82.13453948827555,
42,Chinese,Female,45681.0,Yau Tsim Mong,Kowloon,no,0.0,Gymnastics,180,93.98073201786328,
31,Chinese,Female,47486.0,Islands,New Territories,no,0.0,Badminton,143,66.52673216044985,
29,Other,Male,37941.0,Tuen Mun,New Territories,no,0.0,Dragon Boat,148,53.892666942366404,
40,Chinese,Male,26447.0,Yuen Long,New Territories,yes,181.69552330418097,Badminton,153,60.71641600060555,
63,Chinese,Female,31619.0,Sham Shui Po,Kowloon,yes,256.8183361496102,Badminton,166,85.11394891787381,
70,Chinese,Female,30886.0,Eastern,Hong Kong Island,no,0.0,Swimming,176,81.44239873185953,1016.2434774877668
59,Chinese,Male,46789.0,Sha Tin,New Territories,no,0.0,Basketball,180,85.01615416797492,
27,Filipinos,Male,46197.0,Sha Tin,New Territories,yes,163.87517767832338,Dragon Boat,160,79.78049291042842,
22,Chinese,Female,25200.0,North,New Territories,yes,135.0,Basketball,147,75.09358159531517,
28,Chinese,Female,44327.0,Tsuen Wan,New Territories,no,0.0,Jogging,189,86.34818990769932,
67,Chinese,Female,41998.0,Yau Tsim Mong,Kowloon,no,0.0,Jogging,183,67.9829703476929,
27,Whites,Female,27557.0,Tsuen Wan,New Territories,no,0.0,Fencing,145,63.06513309375339,
41,Chinese,Female,37779.0,Sha Tin,New Territories,no,0.0,Dragon Boat,185,86.74053819077864,
69,Chinese,Female,32057.0,Sham Shui Po,Kowloon,no,0.0,Gymnastics,179,78.99919840192985,
37,Chinese,Female,27164.0,Sha Tin,New Territories,yes,135.0,Rugby,141,66.46103355418126,
43,Whites,Male,51195.0,Tuen Mun,New Territories,yes,135.0,Cycling,147,75.86448176298296,
43,Chinese,Male,37663.0,Sha Tin,New Territories,no,0.0,Martial Arts,157,66.24719956237537,
30,Whites,Female,61022.0,Sha Tin,New Territories,no,0.0,Martial Arts,148,82.29589751257473,
